time,ozone,ps,pwv
2017-06-21 21:00:00,281.78729248,78346.3515625,4.15437793732
2017-06-21 22:00:00,283.534545898,78389.1875,4.09039497375
2017-06-21 23:00:00,283.125061035,78440.6015625,4.29517841339
2017-06-22 00:00:00,284.28427124,78371.359375,4.46886634827
2017-06-22 01:00:00,285.870391846,78378.328125,4.86931419373
2017-06-22 02:00:00,286.898284912,78420.4453125,5.13119411469
2017-06-22 03:00:00,286.47833252,78367.3046875,4.91425943375
2017-06-22 04:00:00,286.629089355,78312.8515625,4.57575416565
2017-06-22 05:00:00,284.721191406,78298.3984375,4.31531095505
2017-06-22 06:00:00,282.830566406,78341.8203125,4.29175615311
2017-06-22 07:00:00,282.020446777,78362.0859375,4.40494298935
2017-06-22 08:00:00,282.326934814,78339.5,4.40514135361
2017-06-22 09:00:00,282.38458252,78307.890625,4.3885011673
2017-06-22 10:00:00,282.560455322,78306.859375,4.62065029144
2017-06-22 11:00:00,283.046142578,78321.96875,4.84512472153
2017-06-22 12:00:00,283.266113281,78336.5,5.01948833466
2017-06-22 13:00:00,284.231384277,78348.5390625,5.20299196243
2017-06-22 14:00:00,283.99597168,78360.140625,5.48753261566
2017-06-22 15:00:00,282.969421387,78368.3359375,5.94504785538
2017-06-22 16:00:00,281.69342041,78360.3203125,6.44455003738
2017-06-22 17:00:00,280.320404053,78355.3515625,6.94330406189
2017-06-22 18:00:00,279.064147949,78345.6796875,7.3573551178
2017-06-22 19:00:00,278.581542969,78345.5390625,7.77554798126
2017-06-22 20:00:00,277.9921875,78372.015625,8.21499633789
2017-06-22 21:00:00,277.574859619,78418.0078125,8.65240764618
2017-06-22 22:00:00,277.980682373,78430.8984375,8.9645614624
2017-06-22 23:00:00,278.168823242,78440.2890625,9.12455272675
2017-06-23 00:00:00,278.38973999,78438.125,9.09690761566
2017-06-23 01:00:00,279.030059814,78400.125,8.72151947021
2017-06-23 02:00:00,279.746948242,78350.09375,8.20562076569
2017-06-23 03:00:00,279.300415039,78331.28125,7.94380235672
2017-06-23 04:00:00,279.002410889,78317.4375,7.83254575729
2017-06-23 05:00:00,278.864379883,78304.5546875,7.86210155487
2017-06-23 06:00:00,279.03427124,78298.0,7.95821380615
2017-06-23 07:00:00,279.153442383,78283.96875,7.98609256744
2017-06-23 08:00:00,279.101867676,78258.6640625,7.91385412216
2017-06-23 09:00:00,279.76675415,78234.15625,7.75352287292
2017-06-23 10:00:00,280.311065674,78240.6015625,7.92748832703
2017-06-23 11:00:00,282.078582764,78254.7890625,8.13295269012
2017-06-23 12:00:00,282.093566895,78261.03125,8.27036476135
2017-06-23 13:00:00,280.962341309,78299.921875,8.45454597473
2017-06-23 14:00:00,280.262969971,78319.8046875,8.43544101715
2017-06-23 15:00:00,278.807159424,78306.265625,8.32215976715
2017-06-23 16:00:00,277.514221191,78270.28125,8.15410804749
2017-06-23 17:00:00,277.218383789,78237.671875,8.04498958588
2017-06-23 18:00:00,277.16986084,78214.671875,7.90495967865
2017-06-23 19:00:00,277.413696289,78215.65625,7.67439699173
2017-06-23 20:00:00,279.331390381,78209.75,7.39891529083
2017-06-23 21:00:00,280.128356934,78204.984375,7.20376491547
2017-06-23 22:00:00,281.519714355,78200.3203125,7.22180938721
2017-06-23 23:00:00,281.160430908,78199.9765625,7.01901483536
2017-06-24 00:00:00,280.913024902,78234.5078125,6.93701791763
2017-06-24 01:00:00,281.7684021,78251.765625,6.83164215088
2017-06-24 02:00:00,282.36114502,78255.296875,6.89011049271
2017-06-24 03:00:00,281.997650146,78251.78125,6.9465470314
2017-06-24 04:00:00,281.725097656,78191.3359375,6.68858194351
2017-06-24 05:00:00,281.68359375,78154.9140625,6.75882053375
2017-06-24 06:00:00,281.536499023,78148.6171875,7.02604722977
2017-06-24 07:00:00,281.160125732,78100.3828125,7.03753948212
2017-06-24 08:00:00,280.813720703,78075.90625,6.90852212906
2017-06-24 09:00:00,280.81036377,78059.9140625,6.61667537689
2017-06-24 10:00:00,281.137512207,78064.9609375,6.5150551796
2017-06-24 11:00:00,280.471679688,78115.75,6.4584069252
2017-06-24 12:00:00,279.773468018,78117.171875,6.15735006332
2017-06-24 13:00:00,280.46585083,78140.671875,6.06157064438
2017-06-24 14:00:00,281.771118164,78197.25,6.29588842392
